J14301603+2303445UT 2023/01/06 COS/FUV G140L 4686.784 second exposure
16384 points

     Wavelength (A)            Flux (erg/s/cm^2/A)            Flux Err erg/s/cm^2/A()
     667.5731549191534         0.0                            0.0
     667.6469730045327         0.0                            0.0
     667.720791089912         0.0                            0.0
     667.7946091752913         0.0                            0.0
     667.8684272606705         0.0                            0.0
     667.9422453460498         0.0                            0.0
     668.0160634314291         0.0                            0.0
     668.0898815168084         0.0                            0.0
     668.1636996021878         0.0                            0.0
     668.237517687567         0.0                            0.0
     668.3113357729463         0.0                            0.0
     668.3851538583257         0.0                            0.0
     668.4589719437048         0.0                            0.0
     668.5327900290841         0.0                            0.0
     668.6066081144635         0.0                            0.0
     668.6804261998427         0.0                            0.0
     668.7542442852221         0.0                            0.0
     668.8280623706014         0.0                            0.0
     668.9018804559806         0.0                            0.0
     668.97569854136         0.0                            0.0
     669.0495166267392         0.0                            0.0
     669.1233347121184         0.0                            0.0
     669.1971527974978         0.0                            0.0
     669.2709708828771         0.0                            0.0
     669.3447889682564         0.0                            0.0
     669.4186070536357         0.0                            0.0
     669.4924251390149         0.0                            0.0
     669.5662432243943         0.0                            0.0
     669.6400613097735         0.0                            0.0
     669.7138793951527         0.0                            0.0
     669.7876974805321         0.0                            0.0
     669.8615155659114         0.0                            0.0
     669.9353336512906         0.0                            0.0
     670.00915173667         0.0                            0.0
     670.0829698220493         0.0                            0.0
     670.1567879074286         0.0                            0.0
     670.2306059928079         0.0                            0.0
     670.3044240781871         0.0                            0.0
     670.3782421635664         0.0                            0.0
     670.4520602489457         0.0                            0.0
     670.5258783343251         0.0                            0.0
     670.5996964197043         0.0                            0.0
     670.6735145050836         0.0                            0.0
     670.747332590463         0.0                            0.0
     670.8211506758422         0.0                            0.0
     670.8949687612214         0.0                            0.0
     670.9687868466008         0.0                            0.0
     671.04260493198         0.0                            0.0
     671.1164230173594         0.0                            0.0
     671.1902411027386         0.0                            0.0
     671.2640591881179         0.0                            0.0
     671.3378772734973         0.0                            0.0
     671.4116953588765         0.0                            0.0
     671.4855134442557         0.0                            0.0
     671.5593315296351         0.0                            0.0
     671.6331496150143         0.0                            0.0
     671.7069677003936         0.0                            0.0
     671.780785785773         0.0                            0.0
     671.8546038711522         0.0                            0.0
     671.9284219565316         0.0                            0.0
     672.0022400419109         0.0                            0.0
     672.0760581272901         0.0                            0.0
     672.1498762126694         0.0                            0.0
     672.2236942980487         0.0                            0.0
     672.2975123834279         0.0                            0.0
     672.3713304688073         0.0                            0.0
     672.4451485541866         0.0                            0.0
     672.5189666395659         0.0                            0.0
     672.5927847249452         0.0                            0.0
     672.6666028103245         0.0                            0.0
     672.7404208957037         0.0                            0.0
     672.814238981083         0.0                            0.0
     672.8880570664624         0.0                            0.0
     672.9618751518416         0.0                            0.0
     673.0356932372209         0.0                            0.0
     673.1095113226003         0.0                            0.0
     673.1833294079795         0.0                            0.0
     673.2571474933588         0.0                            0.0
     673.3309655787381         0.0                            0.0
     673.4047836641173         0.0                            0.0
     673.4786017494966         0.0                            0.0
     673.5524198348759         0.0                            0.0
     673.6262379202552         0.0                            0.0
     673.7000560056346         0.0                            0.0
     673.7738740910138         0.0                            0.0
     673.8476921763931         0.0                            0.0
     673.9215102617724         0.0                            0.0
     673.9953283471516         0.0                            0.0
     674.0691464325309         0.0                            0.0
     674.1429645179103         0.0                            0.0
     674.2167826032895         0.0                            0.0
     674.2906006886689         0.0                            0.0
     674.3644187740482         0.0                            0.0
     674.4382368594274         0.0                            0.0
     674.5120549448068         0.0                            0.0
     674.585873030186         0.0                            0.0
     674.6596911155652         0.0                            0.0
     674.7335092009446         0.0                            0.0
     674.8073272863239         0.0                            0.0
     674.8811453717032         0.0                            0.0
     674.9549634570825         0.0                            0.0
     675.0287815424618         0.0                            0.0
     675.1025996278411         0.0                            0.0
     675.1764177132203         0.0                            0.0
     675.2502357985995         0.0                            0.0
     675.3240538839789         0.0                            0.0
     675.3978719693582         0.0                            0.0
     675.4716900547375         0.0                            0.0
     675.5455081401168         0.0                            0.0
     675.6193262254961         0.0                            0.0
     675.6931443108754         0.0                            0.0
     675.7669623962547         0.0                            0.0
     675.8407804816339         0.0                            0.0
     675.9145985670132         0.0                            0.0
     675.9884166523925         0.0                            0.0
     676.0622347377719         0.0                            0.0
     676.1360528231511         0.0                            0.0
     676.2098709085304         0.0                            0.0
     676.2836889939098         0.0                            0.0
     676.357507079289         0.0                            0.0
     676.4313251646682         0.0                            0.0
     676.5051432500476         0.0                            0.0
     676.5789613354268         0.0                            0.0
     676.6527794208062         0.0                            0.0
     676.7265975061855         0.0                            0.0
     676.8004155915647         0.0                            0.0
     676.8742336769441         0.0                            0.0
     676.9480517623234         0.0                            0.0
     677.0218698477025         0.0                            0.0
     677.0956879330819         0.0                            0.0
     677.1695060184612         0.0                            0.0
     677.2433241038405         0.0                            0.0
     677.3171421892198         0.0                            0.0
     677.390960274599         0.0                            0.0
     677.4647783599784         0.0                            0.0
     677.5385964453577         0.0                            0.0
     677.6124145307369         0.0                            0.0
     677.6862326161162         0.0                            0.0
     677.7600507014955         0.0                            0.0
     677.8338687868747         0.0                            0.0
     677.9076868722541         0.0                            0.0
     677.9815049576334         0.0                            0.0
     678.0553230430127         0.0                            0.0
     678.129141128392         0.0                            0.0
     678.2029592137714         0.0                            0.0
     678.2767772991505         0.0                            0.0
     678.3505953845298         0.0                            0.0
     678.4244134699092         0.0                            0.0
     678.4982315552884         0.0                            0.0
     678.5720496406677         0.0                            0.0
     678.6458677260471         0.0                            0.0
     678.7196858114263         0.0                            0.0
     678.7935038968056         0.0                            0.0
     678.8673219821849         0.0                            0.0
     678.9411400675641         0.0                            0.0
     679.0149581529434         0.0                            0.0
     679.0887762383228         0.0                            0.0
     679.162594323702         0.0                            0.0
     679.2364124090814         0.0                            0.0
     679.3102304944606         0.0                            0.0
     679.3840485798399         0.0                            0.0
     679.4578666652192         0.0                            0.0
     679.5316847505984         0.0                            0.0
     679.6055028359777         0.0                            0.0
     679.6793209213571         0.0                            0.0
     679.7531390067363         0.0                            0.0
     679.8269570921157         0.0                            0.0
     679.900775177495         0.0                            0.0
     679.9745932628742         0.0                            0.0
     680.0484113482536         0.0                            0.0
     680.1222294336328         0.0                            0.0
     680.196047519012         0.0                            0.0
     680.2698656043914         0.0                            0.0
     680.3436836897707         0.0                            0.0
     680.41750177515         0.0                            0.0
     680.4913198605293         0.0                            0.0
     680.5651379459086         0.0                            0.0
     680.6389560312879         0.0                            0.0
     680.7127741166671         0.0                            0.0
     680.7865922020464         0.0                            0.0
     680.8604102874257         0.0                            0.0
     680.934228372805         0.0                            0.0
     681.0080464581844         0.0                            0.0
     681.0818645435636         0.0                            0.0
     681.1556826289429         0.0                            0.0
     681.2295007143223         0.0                            0.0
     681.3033187997015         0.0                            0.0
     681.3771368850807         0.0                            0.0
     681.45095497046         0.0                            0.0
     681.5247730558393         0.0                            0.0
     681.5985911412187         0.0                            0.0
     681.6724092265979         0.0                            0.0
     681.7462273119772         0.0                            0.0
     681.8200453973566         0.0                            0.0
     681.8938634827358         0.0                            0.0
     681.967681568115         0.0                            0.0
     682.0414996534944         0.0                            0.0
     682.1153177388736         0.0                            0.0
     682.189135824253         0.0                            0.0
     682.2629539096323         0.0                            0.0
     682.3367719950115         0.0                            0.0
     682.4105900803909         0.0                            0.0
     682.4844081657702         0.0                            0.0
     682.5582262511493         0.0                            0.0
     682.6320443365287         0.0                            0.0
     682.705862421908         0.0                            0.0
     682.7796805072873         0.0                            0.0
     682.8534985926666         0.0                            0.0
     682.9273166780459         0.0                            0.0
     683.0011347634252         0.0                            0.0
     683.0749528488045         0.0                            0.0
     683.1487709341837         0.0                            0.0
     683.222589019563         0.0                            0.0
     683.2964071049423         0.0                            0.0
     683.3702251903215         0.0                            0.0
     683.4440432757009         0.0                            0.0
     683.5178613610802         0.0                            0.0
     683.5916794464595         0.0                            0.0
     683.6654975318388         0.0                            0.0
     683.7393156172182         0.0                            0.0
     683.8131337025973         0.0                            0.0
     683.8869517879766         0.0                            0.0
     683.960769873356         0.0                            0.0
     684.0345879587352         0.0                            0.0
     684.1084060441145         0.0                            0.0
     684.1822241294939         0.0                            0.0
     684.2560422148731         0.0                            0.0
     684.3298603002524         0.0                            0.0
     684.4036783856317         0.0                            0.0
     684.4774964710109         0.0                            0.0
     684.5513145563903         0.0                            0.0
     684.6251326417696         0.0                            0.0
     684.6989507271488         0.0                            0.0
     684.7727688125282         0.0                            0.0
     684.8465868979075         0.0                            0.0
     684.9204049832867         0.0                            0.0
     684.994223068666         0.0                            0.0
     685.0680411540453         0.0                            0.0
     685.1418592394245         0.0                            0.0
     685.2156773248039         0.0                            0.0
     685.2894954101832         0.0                            0.0
     685.3633134955625         0.0                            0.0
     685.4371315809418         0.0                            0.0
     685.510949666321         0.0                            0.0
     685.5847677517004         0.0                            0.0
     685.6585858370796         0.0                            0.0
     685.7324039224588         0.0                            0.0
     685.8062220078382         0.0                            0.0
     685.8800400932175         0.0                            0.0
     685.9538581785968         0.0                            0.0
     686.0276762639761         0.0                            0.0
     686.1014943493554         0.0                            0.0
     686.1753124347347         0.0                            0.0
     686.2491305201139         0.0                            0.0
     686.3229486054933         0.0                            0.0
     686.3967666908725         0.0                            0.0
     686.4705847762518         0.0                            0.0
     686.5444028616312         0.0                            0.0
     686.6182209470104         0.0                            0.0
     686.6920390323897         0.0                            0.0
     686.7658571177691         0.0                            0.0
     686.8396752031482         0.0                            0.0
     686.9134932885275         0.0                            0.0
     686.9873113739068         0.0                            0.0
     687.0611294592861         0.0                            0.0
     687.1349475446655         0.0                            0.0
     687.2087656300447         0.0                            0.0
     687.282583715424         0.0                            0.0
     687.3564018008034         0.0                            0.0
     687.4302198861826         0.0                            0.0
     687.5040379715618         0.0                            0.0
     687.5778560569412         0.0                            0.0
     687.6516741423204         0.0                            0.0
     687.7254922276998         0.0                            0.0
     687.7993103130791         0.0                            0.0
     687.8731283984583         0.0                            0.0
     687.9469464838377         0.0                            0.0
     688.020764569217         0.0                            0.0
     688.0945826545961         0.0                            0.0
     688.1684007399755         0.0                            0.0
     688.2422188253548         0.0                            0.0
     688.316036910734         0.0                            0.0
     688.3898549961134         0.0                            0.0
     688.4636730814927         0.0                            0.0
     688.537491166872         0.0                            0.0
     688.6113092522513         0.0                            0.0
     688.6851273376305         0.0                            0.0
     688.7589454230098         0.0                            0.0
     688.8327635083891         0.0                            0.0
     688.9065815937685         0.0                            0.0
     688.9803996791477         0.0                            0.0
     689.054217764527         0.0                            0.0
     689.1280358499064         0.0                            0.0
     689.2018539352856         0.0                            0.0
     689.2756720206648         0.0                            0.0
     689.3494901060442         0.0                            0.0
     689.4233081914234         0.0                            0.0
     689.4971262768028         0.0                            0.0
     689.570944362182         0.0                            0.0
     689.6447624475613         0.0                            0.0
     689.7185805329407         0.0                            0.0
     689.7923986183199         0.0                            0.0
     689.8662167036993         0.0                            0.0
     689.9400347890785         0.0                            0.0
     690.0138528744577         0.0                            0.0
     690.087670959837         0.0                            0.0
     690.1614890452164         0.0                            0.0
     690.2353071305956         0.0                            0.0
     690.309125215975         0.0                            0.0
     690.3829433013543         0.0                            0.0
     690.4567613867335         0.0                            0.0
     690.5305794721128         0.0                            0.0
     690.6043975574921         0.0                            0.0
     690.6782156428714         0.0                            0.0
     690.7520337282507         0.0                            0.0
     690.82585181363         0.0                            0.0
     690.8996698990093         0.0                            0.0
     690.9734879843886         0.0                            0.0
     691.0473060697678         0.0                            0.0
     691.1211241551472         0.0                            0.0
     691.1949422405264         0.0                            0.0
     691.2687603259056         0.0                            0.0
     691.342578411285         0.0                            0.0
     691.4163964966643         0.0                            0.0
     691.4902145820436         0.0                            0.0
     691.5640326674229         0.0                            0.0
     691.6378507528023         0.0                            0.0
     691.7116688381815         0.0                            0.0
     691.7854869235607         0.0                            0.0
     691.85930500894         0.0                            0.0
     691.9331230943193         0.0                            0.0
     692.0069411796986         0.0                            0.0
     692.080759265078         0.0                            0.0
     692.1545773504572         0.0                            0.0
     692.2283954358365         0.0                            0.0
     692.3022135212159         0.0                            0.0
     692.376031606595         0.0                            0.0
     692.4498496919744         0.0                            0.0
     692.5236677773537         0.0                            0.0
     692.5974858627329         0.0                            0.0
     692.6713039481123         0.0                            0.0
     692.7451220334916         0.0                            0.0
     692.8189401188708         0.0                            0.0
     692.8927582042502         0.0                            0.0
     692.9665762896294         0.0                            0.0
     693.0403943750086         0.0                            0.0
     693.114212460388         0.0                            0.0
     693.1880305457673         0.0                            0.0
     693.2618486311466         0.0                            0.0
     693.3356667165259         0.0                            0.0
     693.4094848019051         0.0                            0.0
     693.4833028872845         0.0                            0.0
     693.5571209726638         0.0                            0.0
     693.6309390580429         0.0                            0.0
     693.7047571434223         0.0                            0.0
     693.7785752288016         0.0                            0.0
     693.8523933141809         0.0                            0.0
     693.9262113995602         0.0                            0.0
     694.0000294849395         0.0                            0.0
     694.0738475703188         0.0                            0.0
     694.1476656556981         0.0                            0.0
     694.2214837410773         0.0                            0.0
     694.2953018264566         0.0                            0.0
     694.3691199118359         0.0                            0.0
     694.4429379972153         0.0                            0.0
     694.5167560825945         0.0                            0.0
     694.5905741679738         0.0                            0.0
     694.6643922533532         0.0                            0.0
     694.7382103387324         0.0                            0.0
     694.8120284241116         0.0                            0.0
     694.885846509491         0.0                            0.0
     694.9596645948702         0.0                            0.0
     695.0334826802496         0.0                            0.0
     695.1073007656288         0.0                            0.0
     695.1811188510081         0.0                            0.0
     695.2549369363875         0.0                            0.0
     695.3287550217667         0.0                            0.0
     695.402573107146         0.0                            0.0
     695.4763911925253         0.0                            0.0
     695.5502092779045         0.0                            0.0
     695.6240273632839         0.0                            0.0
     695.6978454486632         0.0                            0.0
     695.7716635340424         0.0                            0.0
     695.8454816194218         0.0                            0.0
     695.9192997048011         0.0                            0.0
     695.9931177901803         0.0                            0.0
     696.0669358755596         0.0                            0.0
     696.1407539609389         0.0                            0.0
     696.2145720463182         0.0                            0.0
     696.2883901316975         0.0                            0.0
     696.3622082170768         0.0                            0.0
     696.4360263024561         0.0                            0.0
     696.5098443878354         0.0                            0.0
     696.5836624732148         0.0                            0.0
     696.657480558594         0.0                            0.0
     696.7312986439732         0.0                            0.0
     696.8051167293526         0.0                            0.0
     696.8789348147318         0.0                            0.0
     696.9527529001111         0.0                            0.0
     697.0265709854905         0.0                            0.0
     697.1003890708697         0.0                            0.0
     697.174207156249         0.0                            0.0
     697.2480252416283         0.0                            0.0
     697.3218433270075         0.0                            0.0
     697.3956614123869         0.0                            0.0
     697.4694794977661         0.0                            0.0
     697.5432975831454         0.0                            0.0
     697.6171156685248         0.0                            0.0
     697.690933753904         0.0                            0.0
     697.7647518392833         0.0                            0.0
     697.8385699246627         0.0                            0.0
     697.9123880100418         0.0                            0.0
     697.9862060954212         0.0                            0.0
     698.0600241808005         0.0                            0.0
     698.1338422661797         0.0                            0.0
     698.2076603515591         0.0                            0.0
     698.2814784369384         0.0                            0.0
     698.3552965223176         0.0                            0.0
     698.429114607697         0.0                            0.0
     698.5029326930762         0.0                            0.0
     698.5767507784554         0.0                            0.0
     698.6505688638348         0.0                            0.0
     698.7243869492141         0.0                            0.0
     698.7982050345934         0.0                            0.0
     698.8720231199727         0.0                            0.0
     698.9458412053519         0.0                            0.0
     699.0196592907313         0.0                            0.0
     699.0934773761106         0.0                            0.0
     699.1672954614897         0.0                            0.0
     699.2411135468691         0.0                            0.0
     699.3149316322484         0.0                            0.0
     699.3887497176277         0.0                            0.0
     699.462567803007         0.0                            0.0
     699.5363858883863         0.0                            0.0
     699.6102039737656         0.0                            0.0
     699.6840220591449         0.0                            0.0
     699.7578401445242         0.0                            0.0
     699.8316582299034         0.0                            0.0
     699.9054763152827         0.0                            0.0
     699.9792944006621         0.0                            0.0
     700.0531124860413         0.0                            0.0
     700.1269305714206         0.0                            0.0
     700.2007486568         0.0                            0.0
     700.2745667421792         0.0                            0.0
     700.3483848275584         0.0                            0.0
     700.4222029129378         0.0                            0.0
     700.496020998317         0.0                            0.0
     700.5698390836964         0.0                            0.0
